,thrpt,SmoothedRTT,ber_qpsk,loss_pct,Time
0,184,6,0.117094919306009,12,0
1,239,6,0.0783099484607361,8,30
2,189,6,0.112921179876268,11,60
3,430,6,0.0128773299105705,1,90
4,336,6,0.0342794445438773,3,120
